id,name,category,subcategory,rarity,professions,region,short_uses,file_name
55096,Glimmering Talisman 55096,Tool,Hammer,Common,Engineering,Duskhollow bogs,Utility item for travel salvage and exploration.,item_55096.png
55097,Warden's Brew 55097,Quest,Quest Item,Common,Smithing,Frostbriar trails,Objective item for contracts and errands.,item_55097.png
55098,Lanternlit Knot 55098,Document,Notice,Common,Herbalism,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_55098.png
55099,Frostbound Band 55099,Document,Letter,Uncommon,Mining,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_55099.png
55100,Cinder Gizmo 55100,World Object,Marker,Uncommon,Jewelry,Glimmerdeep canals,Placeable/interactive world piece for events.,item_55100.png
55101,Lanternlit Seal 55101,Consumable,Scroll,Uncommon,Jewelry,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_55101.png
55102,Glimmering Spice 55102,Trophy,Horn,Common,Alchemy,Frost Caverns,Monster proof used for bounties and turn-ins.,item_55102.png
55103,Hearthworn Needle 55103,Trinket,Stone,Uncommon,Cooking,Saltmarrow strand,Minor passive charm with low-power utility.,item_55103.png
55104,Warden's Compass 55104,Key,Iron Key,Common,None,Emberford outskirts,Basic key used for side doors and caches.,item_55104.png
55105,Stormkissed Totem 55105,Material,Oil,Common,Alchemy,Saltmarrow tidepools,Core trade material used in many early recipes.,item_55105.png
55106,Warden's Totem 55106,Key,Iron Key,Common,Enchanting,Emberford outskirts,Basic key used for side doors and caches.,item_55106.png
55107,Oathforged Totem 55107,Tool,Chisel,Uncommon,Fishing,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_55107.png
55108,Pilgrim's Knot 55108,Material,Ore,Common,Mining,Emberford markets,Core trade material used in many early recipes.,item_55108.png
55109,Cinder Ink 55109,Consumable,Bandage,Uncommon,Jewelry,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_55109.png
55110,Lanternlit Token 55110,Trophy,Fang,Uncommon,Tailoring,Emberford markets,Monster proof used for bounties and turn-ins.,item_55110.png
55111,Dusk Lantern 55111,Map,Harbor Chart,Common,Alchemy,Frost Caverns,Simple navigation aid that points to micro-locations.,item_55111.png
55112,Bramble Needle 55112,Quest,Quest Item,Uncommon,Herbalism,Frostbriar trails,Objective item for contracts and errands.,item_55112.png
55113,Mireborn Token 55113,Curio,Oddity,Common,Mining,Deepwatch,Flavor drop that feeds quests vendors and collectors.,item_55113.png
55114,Bramble Charm 55114,Trophy,Horn,Common,Herbalism,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_55114.png
55115,Pilgrim's Compass 55115,Alchemy,Essence,Uncommon,Fishing,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_55115.png
55116,Hearthworn Gizmo 55116,Trinket,Charm,Uncommon,Cooking,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_55116.png
55117,Lanternlit Carving 55117,Material,Dye,Uncommon,Mining,Emberford markets,Core trade material used in many early recipes.,item_55117.png
55118,Warden's Ledger Staff 55118,Gear,Staff,Uncommon,Smithing,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_55118.png
55119,Market Totem 55119,Material,Wood Plank,Rare,Alchemy,Glimmerdeep shore,Core trade material used in many early recipes.,item_55119.png
55120,Frostbound Fillet 55120,Material,Ingot,Rare,Herbalism,Frostbriar trails,Core trade material used in many early recipes.,item_55120.png
55121,Stormkissed Token 55121,Toy,Wooden Doll,Uncommon,Leatherworking,Deepwatch,Harmless fun item with small social value.,item_55121.png
55122,Cinder Totem 55122,Trinket,Charm,Rare,Enchanting,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_55122.png
55123,Oathforged Seal 55123,Curio,Charm,Common,Engineering,Bramblefold hedges,Flavor drop that feeds quests vendors and collectors.,item_55123.png
55124,Saltstained Rivet 55124,Trinket,Sigil,Common,Mining,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_55124.png
55125,Rivercut Carving 55125,Alchemy,Distillate,Common,Cooking,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_55125.png
55126,Oathforged Cog Wand 55126,Gear,Wand,Rare,Leatherworking,Saltmarrow strand,Baseline leveling piece with steady stats and simple flavor.,item_55126.png
55127,Ashen Pike 55127,Ingredient,Sap,Common,Fishing,Saltmarrow strand,Common crafting input used across cooking and alchemy.,item_55127.png
55128,Bramble Pouch 55128,World Object,Cairn,Rare,Tailoring,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_55128.png
55129,Hearthworn Ledger 55129,Quest,Quest Item,Common,Alchemy,Saltmarrow strand,Objective item for contracts and errands.,item_55129.png
55130,Ashen Pouch Hood 55130,Gear,Cloth Hood,Common,Engineering,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_55130.png
55131,Frostbound Balm Bow 55131,Gear,Bow,Common,Tailoring,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_55131.png
55132,Rivercut Charm 55132,World Object,Cache,Uncommon,Jewelry,Frostbriar trails,Placeable/interactive world piece for events.,item_55132.png
55133,Lanternlit Balm 55133,Trinket,Stone,Common,Herbalism,Frostbriar trails,Minor passive charm with low-power utility.,item_55133.png
55134,Warden's Needle 55134,Document,Field Note,Common,Engineering,Deepwatch,Readable lore drop that hints at routes and secrets.,item_55134.png
55135,Warden's Hook 55135,Map,Ruin Sketch,Uncommon,Enchanting,Frost Caverns,Simple navigation aid that points to micro-locations.,item_55135.png
55136,Cinder Ration 55136,Ingredient,Root,Uncommon,Enchanting,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_55136.png
55137,Mireborn Shard 55137,Key,Bone Key,Common,Mining,Saltmarrow strand,Basic key used for side doors and caches.,item_55137.png
55138,Saltstained Ink 55138,Document,Notice,Uncommon,Herbalism,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_55138.png
55139,Frostbound Stitch 55139,Document,Map Scrap,Common,Cooking,Emberford markets,Readable lore drop that hints at routes and secrets.,item_55139.png
55140,Rivercut Talisman 55140,Map,Harbor Chart,Uncommon,Leatherworking,Emberford markets,Simple navigation aid that points to micro-locations.,item_55140.png
55141,Bramble Pike 55141,Curio,Figurine,Uncommon,Tailoring,Emberford markets,Flavor drop that feeds quests vendors and collectors.,item_55141.png
55142,Dusk Tonic 55142,Trophy,Scale,Common,Cooking,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_55142.png
55143,Frostbound Spice Robe 55143,Gear,Cloth Robe,Rare,Mining,Glimmerdeep shore,Baseline leveling piece with steady stats and simple flavor.,item_55143.png
55144,Cinder Pike 55144,Trophy,Claw,Common,Fishing,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_55144.png
55145,Mireborn Ledger 55145,Alchemy,Distillate,Common,Engineering,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_55145.png
55146,Ashen Charm 55146,Alchemy,Distillate,Uncommon,Tailoring,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_55146.png
55147,Bramble Stitch 55147,Quest,Quest Item,Common,Fishing,Duskhollow bogs,Objective item for contracts and errands.,item_55147.png
55148,Hearthworn Pike 55148,Alchemy,Essence,Common,Tailoring,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_55148.png
55149,Pilgrim's Pike 55149,Quest,Quest Item,Common,Herbalism,Frostbriar trails,Objective item for contracts and errands.,item_55149.png
55150,Bramble Ledger 55150,Profession Tool,Alchemy Kit,Uncommon,Leatherworking,Glimmerdeep canals,Starter kit enabling profession actions.,item_55150.png
55151,Frostbound Band 55151,Ingredient,Meat,Uncommon,Engineering,Saltmarrow tidepools,Common crafting input used across cooking and alchemy.,item_55151.png
55152,Bramble Spice 55152,Map,Cave Map,Uncommon,Alchemy,Emberford markets,Simple navigation aid that points to micro-locations.,item_55152.png
55153,Bramble Shard 55153,Toy,Whistle,Common,Tailoring,Frostbriar trails,Harmless fun item with small social value.,item_55153.png
55154,Glimmering Pike 55154,Consumable,Tonic,Common,Cooking,Saltmarrow strand,Everyday field supply that reduces downtime.,item_55154.png
55155,Lanternlit Ink 55155,Quest,Quest Item,Uncommon,Enchanting,Emberford markets,Objective item for contracts and errands.,item_55155.png
55156,Mireborn Fillet 55156,Profession Tool,Alchemy Kit,Common,Herbalism,Deepwatch,Starter kit enabling profession actions.,item_55156.png
55157,Market Knot 55157,Consumable,Tea,Rare,Jewelry,Bramblefold hedges,Everyday field supply that reduces downtime.,item_55157.png
55158,Stormkissed Seal Axe 55158,Gear,Axe,Common,Engineering,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_55158.png
55159,Dusk Ink 55159,Alchemy,Reagent,Common,Enchanting,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_55159.png
55160,Hearthworn Rivet 55160,Curio,Figurine,Common,Cooking,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_55160.png
55161,Mireborn Skein 55161,Toy,Spin Top,Uncommon,Jewelry,Saltmarrow strand,Harmless fun item with small social value.,item_55161.png
55162,Bramble Rivet 55162,Tool,Hammer,Uncommon,Leatherworking,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_55162.png
55163,Pilgrim's Cairn 55163,Ingredient,Meat,Uncommon,Jewelry,Duskhollow bogs,Common crafting input used across cooking and alchemy.,item_55163.png
55164,Dusk Knife 55164,Tool,Chisel,Common,Cooking,Emberford markets,Utility item for travel salvage and exploration.,item_55164.png
55165,Mireborn Brew 55165,Consumable,Powder,Uncommon,Enchanting,Saltmarrow strand,Everyday field supply that reduces downtime.,item_55165.png
55166,Hearthworn Lantern 55166,Quest,Quest Item,Uncommon,Engineering,Emberford markets,Objective item for contracts and errands.,item_55166.png
55167,Market Rivet Axe 55167,Gear,Axe,Common,Engineering,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_55167.png
55168,Oathforged Talisman 55168,Ingredient,Berry,Uncommon,Tailoring,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_55168.png
55169,Warden's Tonic 55169,Trinket,Charm,Uncommon,Jewelry,Duskhollow bogs,Minor passive charm with low-power utility.,item_55169.png
55170,Glimmering Gizmo 55170,Alchemy,Phial,Common,Engineering,Duskhollow bogs,Reliable reagent for low to mid-tier mixtures.,item_55170.png
55171,Hearthworn Token Shield 55171,Gear,Shield,Common,Leatherworking,Glimmerdeep shore,Baseline leveling piece with steady stats and simple flavor.,item_55171.png
55172,Mireborn Cog 55172,Trinket,Sigil,Common,Smithing,Glimmerdeep canals,Minor passive charm with low-power utility.,item_55172.png
55173,Bramble Cog 55173,Trophy,Claw,Rare,Mining,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_55173.png
55174,Cinder Cairn 55174,World Object,Marker,Common,Alchemy,Duskhollow bogs,Placeable/interactive world piece for events.,item_55174.png
55175,Cinder Brew 55175,Map,Trail Map,Common,Jewelry,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_55175.png
55176,Mireborn Stitch 55176,Map,Ruin Sketch,Common,Enchanting,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_55176.png
55177,Frostbound Charm 55177,Material,Oil,Common,Mining,Frostbriar trails,Core trade material used in many early recipes.,item_55177.png
55178,Pilgrim's Compass 55178,Alchemy,Reagent,Common,Leatherworking,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_55178.png
55179,Rivercut Hook 55179,Tool,Knife,Uncommon,Tailoring,Bramblefold hedges,Utility item for travel salvage and exploration.,item_55179.png
55180,Rivercut Compass 55180,Trophy,Horn,Common,Engineering,Frost Caverns,Monster proof used for bounties and turn-ins.,item_55180.png
55181,Bramble Skein 55181,Tool,Hammer,Rare,Mining,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_55181.png
55182,Saltstained Charm 55182,Material,Glass,Uncommon,None,Emberford outskirts,Core trade material used in many early recipes.,item_55182.png
55183,Ashen Spice Amulet 55183,Gear,Amulet,Common,Fishing,Saltmarrow strand,Baseline leveling piece with steady stats and simple flavor.,item_55183.png
55184,Warden's Seal 55184,Toy,Spin Top,Rare,Engineering,Frost Caverns,Harmless fun item with small social value.,item_55184.png
55185,Bramble Shard 55185,Map,Ruin Sketch,Uncommon,Herbalism,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_55185.png
55186,Lanternlit Carving 55186,Trinket,Stone,Common,Cooking,Bramblefold hedges,Minor passive charm with low-power utility.,item_55186.png
55187,Ashen Skein 55187,Trinket,Sigil,Uncommon,Jewelry,Bramblefold hedges,Minor passive charm with low-power utility.,item_55187.png
55188,Mireborn Rivet 55188,Tool,Compass,Common,Fishing,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_55188.png
55189,Lanternlit Talisman 55189,Consumable,Potion,Common,Mining,Frostbriar trails,Everyday field supply that reduces downtime.,item_55189.png
55190,Dusk Knot 55190,World Object,Cairn,Common,Mining,Frostbriar trails,Placeable/interactive world piece for events.,item_55190.png
55191,Hearthworn Balm 55191,Toy,Whistle,Uncommon,Engineering,Glimmerdeep canals,Harmless fun item with small social value.,item_55191.png
55192,Bramble Ink Dagger 55192,Gear,Dagger,Common,Cooking,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_55192.png
55193,Dusk Ink 55193,Map,Ruin Sketch,Common,Jewelry,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_55193.png
55194,Market Balm 55194,Document,Letter,Uncommon,Cooking,Emberford markets,Readable lore drop that hints at routes and secrets.,item_55194.png
55195,Cinder Charm 55195,Key,Iron Key,Common,Fishing,Frost Caverns,Basic key used for side doors and caches.,item_55195.png
55196,Market Buckle 55196,Alchemy,Catalyst,Common,Jewelry,Bramblefold hedges,Reliable reagent for low to mid-tier mixtures.,item_55196.png
55197,Dusk Hook 55197,Trophy,Claw,Common,Tailoring,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_55197.png
55198,Saltstained Knife 55198,Document,Field Note,Common,Cooking,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_55198.png
55199,Pilgrim's Carving 55199,Consumable,Powder,Common,Tailoring,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_55199.png
55200,Stormkissed Talisman Polearm 55200,Gear,Polearm,Common,Tailoring,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_55200.png
55201,Frostbound Stitch 55201,Map,Ruin Sketch,Common,Alchemy,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_55201.png
55202,Warden's Spice 55202,Trinket,Sigil,Common,Alchemy,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_55202.png
55203,Saltstained Brew 55203,Consumable,Food,Common,Leatherworking,Frost Caverns,Everyday field supply that reduces downtime.,item_55203.png
55204,Market Totem 55204,Key,Copper Key,Rare,Tailoring,Deepwatch,Basic key used for side doors and caches.,item_55204.png
55205,Glimmering Rivet 55205,Key,Salt Key,Common,Fishing,Deepwatch,Basic key used for side doors and caches.,item_55205.png
55206,Cinder Balm 55206,Ingredient,Herb,Uncommon,Alchemy,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_55206.png
55207,Warden's Totem 55207,Profession Tool,Cooking Kit,Common,Leatherworking,Ashen Ridge terraces,Starter kit enabling profession actions.,item_55207.png
55208,Cinder Lantern 55208,Trophy,Fang,Common,Tailoring,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_55208.png
55209,Bramble Brew Hood 55209,Gear,Cloth Hood,Common,Cooking,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_55209.png
